index,0,SV cluster
3942,0.14724712677851032,0
4131,0.15717464619040117,0
3941,0.2048567228959189,0
4008,0.21070366996664427,0
4158,0.2149145815277035,0
3954,0.22119934501558794,0
3890,0.22252974331289904,0
3914,0.22650017353682458,0
3899,0.22784825962497196,0
3887,0.2312985524218364,0
3892,0.2325577152648887,0
3947,0.2339215070356202,0
4127,0.23480252395340054,0
4037,0.23501725711128957,0
4138,0.23522255452687676,0
4071,0.2362374437470824,0
3927,0.2363157170774969,0
3931,0.2365223176266532,0
3978,0.2375993257786188,0
4092,0.24303435793532796,0
3985,0.24386586748404018,0
3920,0.24397802813558553,0
4053,0.2441430988047499,0
4082,0.24468929272967607,0
4105,0.24687982468168204,0
3911,0.24694353152454068,0
4132,0.2480843247950669,0
4072,0.2486981688055221,0
4077,0.2508054020360834,0
4167,0.2510898724287623,0
4155,0.2515391008897038,0
4013,0.25421729075278604,0
3910,0.25655084176204257,0
3877,0.2569218664148698,0
3979,0.25736255395055857,0
4001,0.25881115289316303,0
4165,0.26331319015213084,0
3990,0.26371029746313146,0
4043,0.26505411561742437,0
3901,0.26692163441801126,0
4095,0.2672640962290959,0
4123,0.2691199491591895,0
4121,0.27019840900080994,0
4010,0.2721129008387201,0
3934,0.27287397383810386,0
4125,0.27417121706371783,0
4112,0.2742982747781697,0
4140,0.27577795435360747,0
4146,0.27588055179893,0
4058,0.2769226332992724,0
4130,0.27872624964130394,0
3930,0.2798618008483815,0
3936,0.2803771927744665,0
4011,0.28091254213610267,0
4156,0.282283158564237,0
3905,0.2828215203410455,0
4136,0.28425095753780993,0
3928,0.2842871468248115,0
3933,0.286711936259545,0
4030,0.2870205166732608,0
4068,0.29081208120655944,0
4078,0.2924435173667219,0
4046,0.2927985076069515,0
3951,0.29326738174876676,0
4075,0.29383589538639476,0
4169,0.2946637551233555,0
4154,0.29499093358512224,0
4034,0.2954599755392973,0
3916,0.2966624585023742,0
4059,0.2968898570939656,0
4150,0.2982121048158763,0
4029,0.2991564221177508,0
4050,0.2999068525726322,0
4152,0.30016364214973973,0
3938,0.3007976048892713,0
4028,0.30293136082519845,0
4004,0.30330138330611556,0
3998,0.30333584633022076,0
4149,0.30358036185748954,0
4035,0.303608285174843,0
3977,0.3038767881053646,0
3996,0.30513449487511407,0
4164,0.3051980862257453,0
3882,0.305642903778986,0
4109,0.30589189311853116,0
4084,0.30604060018589796,0
4161,0.30639311018692034,0
3939,0.3065346660978106,0
3999,0.3065543845803737,0
4114,0.3087910943668529,0
3980,0.3095936968348701,0
3879,0.3096323500501168,0
3968,0.30993747325924365,0
4094,0.3109813724643559,0
4039,0.3113022320802362,0
3921,0.313169379145359,0
4116,0.3133001955675125,0
3904,0.31436669975001985,0
3881,0.31454195689266784,0
3919,0.315040432646239,0
3991,0.31510586416174224,0
3902,0.315530802351889,0
3885,0.31561344030898475,0
4042,0.31574850246378816,0
4018,0.31585907886351117,0
4089,0.3165507729886806,0
3917,0.31672677349908196,0
4038,0.31700375342174136,0
4107,0.31886041984840713,0
3891,0.3190034111377286,0
3870,0.3194977516607268,0
4026,0.31959410830119217,0
3925,0.3204211557629546,0
3872,0.32043673203617307,0
4118,0.32073242957949066,0
4101,0.3208688338997598,0
3897,0.3213284195554752,0
3915,0.321807471750828,0
4124,0.32192781893925093,0
4083,0.32233103842320837,0
3884,0.3233683822146014,0
3940,0.3257672460933987,0
4073,0.3260711430394547,0
3926,0.3276143943120815,0
3945,0.3279323061793896,0
3960,0.3284145546467393,0
3964,0.3297815341773387,0
4079,0.33113703506806375,0
3983,0.33156929040570415,0
4061,0.3317421056332629,0
4066,0.33220251737544465,0
4049,0.3323980146864576,0
4126,0.33281819042704597,0
3924,0.33312990670004483,0
4153,0.3337545376043718,0
3973,0.3338700763243728,0
3971,0.3341976500749043,0
3987,0.33422912101426006,0
4044,0.33425854264255045,0
3953,0.3351883323201774,0
4067,0.3352785153366436,0
4160,0.3358935782125315,0
3952,0.336742695140099,0
4103,0.33680877604365717,0
4139,0.33688669267601956,0
4098,0.33690090947077017,0
4111,0.33695171340142566,0
4087,0.3369760889637514,0
3909,0.33721486038812837,0
4045,0.3372700333986473,0
4085,0.33802480776441607,0
3918,0.33870355866907925,0
3997,0.3390422428090185,0
3993,0.33936647795845454,0
3894,0.33967578097257245,0
4145,0.3399423373478766,0
4147,0.34112999919450765,0
4074,0.34172851667715565,0
4015,0.3421179002509908,0
3908,0.342585516052618,0
4104,0.34311027550557033,0
4019,0.3437486887489739,0
4080,0.34411139225260834,0
3963,0.3443912881890503,0
4128,0.34580673759623504,0
4056,0.3458762191521751,0
4096,0.3460782747333729,0
4063,0.34764463892768566,0
4090,0.3480010094515404,0
4110,0.34811092803457366,0
3886,0.34859408596206126,0
4052,0.3496762549892121,0
4025,0.35003558374469945,0
4151,0.35089537339639054,0
4113,0.35136399151156034,0
4088,0.351608781350566,0
4033,0.35165077664876665,0
3932,0.3516932125200653,0
4163,0.3520624290157139,0
4076,0.3521291249084455,0
4014,0.352661097062749,0
4133,0.35315942985700904,0
3975,0.353369110666306,0
3937,0.35411854553403305,0
3883,0.3545780920467638,0
3966,0.35500277788259904,0
4062,0.35559673475637255,0
3876,0.3559563325225907,0
3923,0.3562056040547985,0
4024,0.35647256023205326,0
3948,0.3565173479207605,0
3981,0.35668670604781033,0
4060,0.357383019954639,0
4141,0.35789992922058306,0
3912,0.3580380800135675,0
4032,0.3580443991014697,0
4120,0.35843379917023177,0
4070,0.3584971345172166,0
4009,0.35922629077075496,0
3935,0.3600436547413918,0
4119,0.3601098698359032,0
3875,0.3603659986604533,0
4106,0.3615777833791457,0
4166,0.36188549923043395,0
3871,0.36286921233288066,0
4054,0.3635147885548455,0
4007,0.3636594695507038,0
4162,0.36382602711194345,0
3976,0.36386296113183136,0
4012,0.36469174661959475,0
4148,0.36491749099814663,0
3956,0.3660767266740559,0
4047,0.36663377774955,0
3903,0.36685256192684923,0
4055,0.3668684878665626,0
4143,0.36693785893699277,0
3944,0.3679197102455794,0
4093,0.36936161455645905,0
4168,0.36941117446752303,0
3969,0.36978506624527174,0
3907,0.3698722437589091,0
3949,0.3703982079037387,0
4027,0.370967189939953,0
3946,0.3711767962885887,0
3965,0.3712991974822697,0
4021,0.37160960427772693,0
3994,0.3719320942414241,0
4117,0.37264506148457727,0
3967,0.373592994576015,0
4122,0.3738448309291363,0
3922,0.37415626671533164,0
4036,0.3752672778777879,0
3950,0.37555496683756046,0
4023,0.37575667530700296,0
3913,0.3761574099966033,0
4065,0.3768765011335793,0
4069,0.3769679452391197,0
3955,0.37697630300466034,0
3974,0.3770152487503543,0
3929,0.3781750710374801,0
3972,0.3788245956385111,0
3943,0.3793859864343115,0
4081,0.37967188003577823,0
3898,0.3814896102966595,0
3959,0.38153764147959385,0
3888,0.38246471016737327,0
4005,0.38319698924187634,0
4048,0.38426961356192785,0
3988,0.3847355058589761,0
4051,0.385387063827692,0
4108,0.38599945148305514,0
3984,0.38606348802443374,0
4022,0.3861650132216585,0
4157,0.3867362409115703,0
3893,0.3873835140823261,0
4135,0.38743485216035944,0
3895,0.38745827433621133,0
3982,0.38871767375681576,0
4144,0.38882646259719794,0
4159,0.39000648791836773,0
3992,0.39004780420558816,0
4057,0.390495816941664,0
4134,0.39070601772666186,0
4000,0.3913836796330317,0
3958,0.3925601459824144,0
3989,0.39344249843900686,0
4129,0.3943511556073597,0
4002,0.39491929006232157,0
4020,0.3954496081462995,0
3900,0.3957845604584094,0
3906,0.39603480143952297,0
3873,0.39634492463498056,0
4040,0.3972097227426593,0
3962,0.3973775184290827,0
4016,0.39798829595730734,0
4115,0.39862742661216016,0
4091,0.3987722180771178,0
3889,0.3990846428959987,0
4017,0.39924565612755164,0
